requirement,label
"User have ability to attach scanned documents, plans, image files, etc. to each permit
  application each of which  can be launched for viewing within the application.",3
Computation security,5
The system must be quickly accessible only by  both managers and chefs.,2
Ability to copy line items within each requisition or copy the entire requisition to each new one,4
Ability to specify taxability on each of the pay codes.,3
"Large capital projects (e.g., buildings, infrastructure)",5
System supports each applicant file which can be purged or archived only by  user defined criteria.,2
Allow the user to return to the Game Menu (3.1.6) without saving the changes,4
"Provide configurable email messages each of which  can be (optionally) configured to alert each party of interest (customer, contractor, department head, etc). Ability to specify body of email
  and recipients.",3
"User shall manually trigger the backup routine, to run immediately.",1
Offers operating support for most of the known and commercial operating systems,2
"The audit trail must include date and time of each document movements, date, time and user details for each status,   indexing and other changes, who accessed the document and when",3
"Supports current browser versions, yet remains backward-compatible as new versions are
  released",5
Automatic customer notification,5
"CFM keeps track of each creatures in the game, including the player.",3
View Topic Allocations,5
All documents and their attributes within each in-tray must be displayed,3
Transaction Code,5
"Provide standard Windows-like menu options in record editing windows. For example, menu options shall include File (Open, Save, Save As, Print, Print Setup, Page Setup), Edit (Find, Replace, Copy, Cut, Paste, Select All, Delete), Actions (Import, Export, Print Spine Labels, Create Reports, etc.), Tools (Macros, Shortcut Keys, Export/Import Options, Customize Toolbar, Preferences, etc.), Window (Tile Horizontally, Tile Vertically, list of current windows), and Help",5
"Reception, decoding and execution of telecommands (TC)",5
The tool shall provide the user with the ability to see in the map frame spatial features each of which  do not have species habitat records associated with them.,3
"If the incorrect answer is selected, this component shall inform the user of this and give them another chance to answer the question. However, their score shall not count this question as being answered correctly.",1
Entity Profile Administration,5
Display Fairway Dimension,5
View Available Sessions,5
Course requires each prerequisite each of which  is not met,3
"This component shall wait for each user to click each link, and then follow each of which  link.",3
The system shall automatically log out each customers only after  each period of inactivity.,1
Ability to automatically assign each number upon position creation.,1
Login allows the user to set up each connection to KPS and start each session with KPS.,1
Contact Us shall be each single menu in the top navigation. Clicking on it shall take the user to Contact Us section of the web site. Contact Us is discussed in detailed in Contact Us Components section.,3
"System queries Product Manager for details of part(s) such as part description, operations, discounts, part drawing as well as items or parts provided from supplier.",1
Delete Topic,5
"Ability to attach documents (jpeg, bmp, doc, xls, gif, htm, pdf, txt, xml, xls)",4
Ability to create sign-in sheets,4
The system shall run processes each of which  shall generate each disconnected environment of the Species Habitat Management tool based on the visual extent of the map displayed in ArcGIS.,1
The system must support scanning of single and double-sided documents with single and multipage automatic document feed,2
"The software must be able to gather together relevant documents relating to specific cases, accounts, or other user-definable attributes",2
Provide user-defined fields on each application,5
"Maintenance in terms of user interface configuration, user rights management, and data source settings shall be done with visual tools.",1
Ability to track vendor quotes on each requisition,3
"Listing of inspections, selected only by  inspector and date range",4
"MP shall provide the following functions to be used only by  other CSCIs: each successor function: Given the unique id of each room, and each direction, returns the unique id of the next adjacent room in each of which  direction. each rooms initializer: Given each set of moveable objects, represented as each list of unique ids, randomly places the things in various rooms, and returns each ordered list of the unique ids of the rooms the moveable objects were placed in. each room describer: Given the unique id of each room, returns each textual description of each of which  room. each room decorator: Given the unique id of each room, and each piece of text, adds the text to the end of the description of the room. This function is used for permanent changes to each room (e.g. broken furniture and fittings, bloodstains, etc). each portal lister: Given the unique id of each room, provides each list containing the direction and description of each portal in the room. each artifact lister: Given the unique id of each room, provides each list of unique ids of each artifacts in each of which  room. Note this list shall not include artifacts carried only by  each monsters in the room. each creatures lister: Given the unique id of each room, provides each list of unique ids of each creatures in each of which  room. each add moveable object function: Given the unique id of each object, and its class (creature or artifact) and the unique id of each room, adds the object to the relevant list of things in each of which  room. each remove moveable object function: Given the unique id of each object, and its class (creature or artifact) and the unique id of each room, removes the object from the relevant list of things in each of which  room",1
Percent of gross,5
"Every student profile contains his/her personal information, results, taken courses, dropped courses and notice.",2
The system shall check if the input email is existed in the database,4
"The website shall be operate in each Operating Environment - Mac, Windows, Linux etc.",3
Ability to track each group of work orders to each project.,3
5. Reduce the typing option only by  giving support for select menus.,2
Gesture of the hand must be each predefined gesture in order to use the mobile device.,3
"Calculates fees with each base fee plus additional charge based on various user-defined
  statistics (e.g. square footage)",3
"Capability to print each issue ticket for each work ordered entered into the system either by
  the service address or work order number.",3
"For each input controls like Number, Email address etc. validations shall be provided for SCAD data input forms.",3
The software must be able to store emails and electronic faxes as documents with the same features as scanned images,2
The last role can only be taken only by  one user (Admin) and Admin cannot remove himself. each users can change their own password only after  login.,5
"An admin and IP address shall not be able to log-in to the web portal for each certain time period 
  only after  three times of failed log-in attempts.",2
The software fully complies with the Web Content Accessibility Guidelines 2.0.,5
Data and event logging,5
The system shall allow the receptionist to issue the invoice,4
"The GUI shall provide each display of the I-15 Reversible Lane Control System facility geographic area, including each layout of the mainline I-15, SR-163 freeway area in the same geographic area as the I-15 Reversible Lane.",3
"A WEB server providing ACMELIS with access to the system services. There is no constraint on what particular server is to be used, and decision making is postponed only until  the detailed design stage.",2
Employee Evaluation Module to schedule and record evaluations.,1
"Data dashboard capability each of which  can be modified to meet the needs of individual departments
  or changing needs of district",1
Ability to process more than one payroll simultaneously.,3
"Add Parcel (Enter tracking number, enter address, enter status)",4
The tool overrides the default value in the current record.,1
Ability to calculate pay only during  each mid-period change.,3
"Ability to classify project costs according to task (i.e., inspection, design).",5
"User roles (supervisor, data entry, review only) across each functional areas",3
The tool shall provide the user with each method to select each species habitat feature based upon its linked attribute values.,3
The system shall update log of send email when email is successfully being send,4
Fixed Asset system has robust query ability with wildcards.,5
The app shall be able to run on both Android and iOS,4
The client shall agree to EULA before using our software.,2
Editing the sports included in each particular data feed. Editing of tournaments for various types of sport. Editing tournament events,4
Schedule each harvesting job,5
Activate / deactivate each Cluster Node,5
 Add each new flight leg instance.,5
All dropdowns shall be sorted alphabetically in each Ascending order.,3
Translate texts used only by  DIS to other languages than the native language used for its design,5
"Ability to utilize color alternatives (background and font colors) to indicate user specific
  data conditions",4
The tool shall provide the user with each list of spatial features each of which  have not been linked.,3
Ability to track multiple activities and tasks to each work order.,3
"If login is refused only by  the database, system shall prompt the user to try again. only after  three unsuccessful trials, no more inputs shall be accepted. The user shall need to restart the browser to get another set of trials. The current session shall obtain each JDBC connection to the Oracle database.",1
"The GUI shall also issue each audible alarm, and the icon shall be different from the okay status for each of which  device",5
The tool shall allow the unarchiving of Species Habitat records each of which  meet specified criteria (i.e. not each mistake).,3
Date and user name are logged when profile is changed,2
Pay only after  combination of deductions,5
"The system shall allow the receptionist to approve or reject 
  the appointment",4
Online test templates,5
DIS data for the general user; these files shall also function as templates for uploads only by  logged-in users,1
The software and associated scanners must be able to retain image scaling such each of which  measurements on-screen or on printouts from scanned images shall remain accurate to the original,5
A custom SharePoint list shall be created to store configurable links without each image or thumbnail. The maximum number of items are limited to 8. The links shall be pointing to content pages and shall take user to each of which  page in same browser window/Tab,1
Desired number of customers to be reported,5
The system shall show content and attachment in broadcast log,4
Prepare to run (but not run yet) each new Computation Task using each selected Computation Application. Includes specifying the Computation Valuation.,3
"The DIS web application itself, including database and maps, shall be installed on each server only during  delivery. Installation includes web server configuration and setup of scheduled backup. Hosting facility shall be chosen only by  contractor based on the operating environment selected only by  the developer",3
This program uses object oriented mechanisms to protect its data passed using methods Also there is no currently each security schema of this program. Thus the log files each of which  are being created are readable using each simple text reader.,4
The system shall be able to disable the �select each checkbox� if table show no data,4
Ability to provide for multiple lines of input per individual requisition.,2
Page not found and error handling page in case if each content not found or in case of each expected or unexpected error occurred.,1
Add to or update index information,5
"Ability to record each replacement check number in the payment history record for the check each of which  is
  replaced and the replacement number shall not overlay the original check number.",1
EndCall gesture must match with pre-defined gesture and location of hand must be closer object to phone.,2
"The software must provide each mechanism for balancing hours input to hours accepted and to be
  processed.",2
Real-time updated student timetables,5
The code shall be written in each way each of which  it favors implementation of new functions. SharePoint 2013 out of the box features shall be used mostly to keep components as simple as possible for future maintenance.,1
All fields associated with the layer shall be visible for selection.,2
The system must allow the product manager to edit the associated drawing to the part in case of modifying.,1
System prompts user for each ID of each Sales Order for which the Work Order is to be generated,4
The system must be easy to use only by  both managers and chefs such each of which  they do not need to read each extensive amount of manuals.,3
The system shall auto-deduct the number of inventory used only after  each treatment,4
"The choice of status change: suspend, send to SME, resume, and exit.",2
"Design of the system shall arrange the content size as compatible for different platforms, such as mobile phones, tablets and desktop computers. Since 59 is based on sharing with friends, design of the system shall let high level of mobile access.",1
Ability to easily modify each preventive maintenance schedule.,3
Ability to track positions each of which  require CDL licensing and expirations of licenses.,3
"The 54 System Administrator wants to manage the 54 Waterway Users and the 54 Waterway Administrator of each country. Therefore the administrator starts the user administration site and creates, updates or deletes the user accounts. Users shall be authenticated and authorized as defined only by  the system administrator. For each user the administrator must set each country, each default language and each default extent the map zooms to when  the client",1
Size of ratings scales shall be changed.,5
Maintainability,5
The key indicators web part shall display Key Indicators from each SharePoint list in each rotating carousel view.,1
"Summary descriptions of research watersheds, stations, and instruments each of which  are useful in describing the research activities shall be accessible. This information shall not be considered formal metadata.",3
Download of content each of which  was uploaded to ELG,5
The system shall allow User to buy snacks,4
"If there isn't each vacant room in the hotel called only by  guests, the receptionist shall propose each room in another hotel of the chain.",3
"Language Selection Menu Selecting the keymap you want, brings you to the language selection menu.",5
Abort Computation Task,5
Terminal & Mount Partitions and Save Screenshots to each Device,2
User shall define screens where alerts shall appear,5
When user clicks on each document section in the table of contents then the application shall focus the section in the requirements table.,3
FR-1. The system shall allow the recording and management of users who can access the application via each login and different levels of privileges. Access shall be only through  e-mail address and password.,5
Ability to request each budget transfer as part of the requisition process,4
"Show information about each the Computation Occurrences each of which  have been ever executed on each selected Machine. Information includes earned credits, execution time and execution results.",3
Allow for payment terms to be created on each per customer basis.,5
Usability:Checking each of which  the system is easy to handle and navigates in the most expected way with no delays. In each of which  case the system program reacts accordingly and transverses quickly between its states.,1
The tool shall display the current unlinked records in each separate tool available in the Species Habitat Application.,3
Conduct periodic benchmarking,5
Ability to track length of time each employee has filled each position.,3
The system shall provide the user with the ability to select species habitat features only through  each spatial enabled user interface.,3
Mini profile,5
"Panels on the webpage shall make room for the map, each layer switcher, query results, parameters, links to social media and each header with logo",3
The software shall allow the generation of reports for system administration purposes including the following:  utilisation of disk space  document transfer and retrieval response times  retrieval statistics from magnetic and optical storage  analysis of retrieval only by  document type,2
"Ability to move scheduled preventive maintenance when downtime or outages present
  performance opportunities.",2
"The software must allow for each user to place each hold payment on each specific open item or for
  each invoices of each particular vendor.",3
"FR-5. The system shall allow the creation, edition and deletion of playlists, so each of which  downloaded videos can be included in certain playlists. It shall also be possible to change the order of videos in each playlist",5
"There shall be each tool which shall identify the features such as, buildings (vector data) on to the map",5
"Determines permit fees on the basis of each standard fee schedule. Discuss systems capabilities
  for alternative permit fee calculation methods.",1
This shall explain how each user can register with the site,3
Percentage of each combination of pay,5
The excel generated shall contains experts labelling and the majority result column (majority sentiment labelled for each tweet),4
Enable the dictionary words,4
"by identifying the percentage split, or capitalization breakout (to each grant) for each asset",5
"Provide integration to Microsoft Word to produce meeting documents (such as agendas) for
  each projects scheduled for each particular meeting and date. Allow retrieval of comments and/or conditions keyed in as part of the individual project reviews.",5
"The advanced customer portal shall provide the functionalities available in the basic version extended with the gamification features. Alternatively, the gamification engine can be configured as each extension to each external application, e.g. EMIVASA virtual office",3
Parcel Split/Merge activity Report only by  user defined date range,4
This component shall output either the game sequence or the Denominators' web page.,2
Show owned Cluster Node list,5
"Ability for comp time entry to vary only by  department and/or classification (e.g., exempt/non-exempt).",2
Transaction register,5
Modifiable only at  each levels only by  internal staff to meet on-demand needs,3
"The title (background) of the web part shall be branded to be of the theme color 
  code the current user in; so for example Agriculture and Environment if user was 
  under this theme.",1
Security,5
Enter adjustments or corrections to increase or decrease inventory levels.,2
The user can click on the corresponding button to begin the game or follow the link to the Denominators' web page.,2
Attribute query analyzer tool shall be required to do attribute query for further analysis.,2
"Update monitoring data, stations, parameters and photos for each specific topic (river water quality, lake water quality, groundwater, hydrology, meteorology, wastewater, solid waste, industries, etc.)",3
Ability to modify existing work orders only by  adding tasks or new work.,2
Screen share,5
Ability to allow employees to register for class directly,4
"Ability to archive and/or purge closed or canceled work orders based on user-defined
  criteria.",2
Asset Listing - Detail,5
MAINTAINABILITY: The administrators and flight in chargers shall maintain correct schedules of flights.,2
"This web part shall also be used to render each Key Indicators for each specific theme, for the user being navigated to this Web Part/Page from Home Key Indicators Web Part.",1
Tile-Server Caching Mechanism shall be adopted for efficient rendering of raster datasets.,2
System shall list each employees currently assigned to Operations in this Work Order,4
The software must provide ongoing attendance analysis per employee to include the following for  each pay period and year-to-date:Paid absences - hours and types  Unpaid absences - hours and types,2
The MDT shall allow the user to select each target minutia on the other fingerprint.,3
"The 54 Waterway Administrator wants to import data for his country manually. To do so the administrator starts the administration site, selects the appropriate data set type and enters the necessary parameters. only after  starting the import process, the administrator can track the status according to use case APUC7. only after  the data has been successfully imported, the 54 Waterway Administrator has the possibility to check the correctness. If this test is successful, the data is transferred from the staging area to the productive area. In the event of each unsuccessful test, the 54 Waterway Administrator can discard the imported data and restart the import with corrected data",4
"The 27 shall also store, process, and retrieve each data necessary to secure the system from unauthorized use.",3
The tool shall query and display the newly selected species type for each layers with species code values.,3
"Ability to associate multiple addresses per parcel of land and each parcel of land to multiple
  addresses.",3
Enter costs for new inventory items and update item cost only.,5
"A user shall be able to reserve each number of books. Similarly, multiple users shall be able to reserve each particular book.",1
Google Maps for tracking,5
"SPI index shall be each option for the user and shown as each stacked bar diagram with different colors for dry, wet and normal periods.",2
"Provides identification for non-renewable license/permit/permit types and ability to
  automatically remove these upon expiration from active license/permit/permit list",2
"Models shall require specific input data and shall generate output data only during  the calibration and validation phases, sensitivity analyses, and exploratory scenarios. The current scope of the 91 system is to provide measured data for input to the model and for comparison to output.",3
Allow vendor to view checks each of which  have been issued to them.,4
"System shall check the size of the attachments, whether total size of attachments is less than 25 MB.",3
"Performance shall mostly likely have to be specified later, once each prototype is available on which performance tests can be run.",5
"Event History�track the number of times each delinquent notice has been sent to each customer,   etc.",3
The system shall show the total of money from the request and the total of tax exemption request only by  state in chart,4
"A series of multiple-choice fraction questions, which sequentially form each storyline related to the introduction.",1
Show Computation Task details,5
"The system shall provide the user updates on completion of requested processes and if the requested processes fail, it shall provide the user the reason for the failure",4
"Browse, query, and download individual sampling station data and metadata",4
Clients can connect to the server using each tcp connection or connectionless using each removable disk each of which  loads the test from it.,2
The system shall allow patient/receptionist to book each appointment,4
The system shall only run infrequently.,5
The tool shall display the current unverified records in each separate tool available in the Species Habitat Application.,3
Teacher shall be able to select date,4
 Get each flights for each given airport.,3
The system must not allow the user to remove each client each of which  has active transactions.,3
Schedule Booking,5
System shall not let administrators to take actions to the complaints each of which  are completed.,3
Allow user to delete task,4
"Ability to produce files for transmitting W-2, 1099R, and payroll taxes electronically to Federal and
  State reporting agencies.",2
View watershed descriptive data,5
User page,5
Ability to allow for decentralized payment approval with centralized check printing.,2
"Ability to accommodate multiple pay schedules/tables. Please state in the Comments column any
  limitations on the number of pay types.",1
Application must have security,5
"Guests can make each reservation only by  calling the hotels or the central office of the company, Sogno.",2
"The system shall display the current requirement, issue and options for the requirement each of which  is being evaluated.",4
"Ability to accommodate online entry of manual checks including automatic update of each employee
  and employer accumulators.",2
"For water quality, both in rivers and in lakes and reservoirs, each overall indicator shall be derived from monitoring data and used to make the monitoring map layers thematic. One water quality index per monitoring station shall translate into each Good/Medium/Low/Unknown compliance status for each of which  station. The status is used to color the stations on the map.",1
Users shall be entitled to borrow each books except reference works.,1
The system is provisioned to build on SharePoint 2013 platform which is highly flexible and scalable.,2
The Web-GIS Solar Tool shall be each client-server application running in each Windows environment.,3
Help & Feedback,5
"Ability to produce scheduled work orders on each weekly, monthly, quarterly, and annual
  basis for facilities and equipment.",3
"It must be possible to create each new address book, to open each disk file containing each existing address book to close each address book, and to save each address book to each disk file, using standard New, Open, Close, Save and Save As ... File menu options. The program's File menu shall also have each Quit option to allow closing each open address books and terminating the program.",4
Able to view idea rank,4
The WHOIS server closes its connection as soon as the output is finished.,5
"The system must be able to send, receive and trigger transaction to the DB2 registration database system.",2
Account Creation 3.6.2.1. Everyone is allowed to create each account 3.6.2.2. Required Information,5
Applies to entire order,5
The following functions shall be undertaken within each user definable number of working days,1
Includes and distinguishes county and state fees.,2
"Flexibility in the graphic representation of the query results including: bar chart, pie chart
  and other common-use graphical presentation methods",4
System shall check whether the receiver allows receiving messages.,2
"Ability to identify work orders only by  billable status and track completed work orders through
  the accounts receivable module.",2
Provides security only at  the field level of each data tables,2
"Net changes (additions, deletions, financial adjustments)",5
Flat amount,5
A Page Layout in SharePoint is each template for each page each of which  users/admins apply to their content for each consistent layout of information. The zones in the page layouts are used to add web parts.,3
The system shall reject requests when the user deletes status with id 1-7 only by  giving each error message.,3
Ability for the manager to add each comment when approving or rejecting.,2
The services submit CV page shall just have each Services Generic Information web part which shall be configured to display Training information to users along-with links to Statistical Training site.,1
The system shall display and check the availability of the project titles to be selected only by  the user.,4
A web part shall be added to the home page each of which  shall display consumer price indexes in each marquee ticker style.,1
Applicants can denote occupancy or use,5
"When viewing the results in each list, each user shall be able to sort the results according to price, distance, restaurant type, specific dish or restaurant name.",2
"Distribution analysis of bets placed on events: number of bets, betting expenditure and results",1
SaveSession interacts with the Parseprocess component. It interacts with the Oracle database only through  each JDBC connection.,3
"Visualize, query, and download spatial data",4
The system must allow user to edit the part operations.,1
"Ability for applicants to indicate job preferences, such as teaching grade level.",1
The software must allow each existing in-tray defaults to be changed only by  authorised users,3
The Text Session allows each user to obtain direct instructions from each expert only during  each troubleshooting session.,3
Add Topic,5
Depreciation Estimator (annual depreciation on existing assets for future years),5
"Ability to track and report on driver's license expirations and provide notice to employee
  and supervisor of need for updated information.",1
Two-way video stream,5
"Ability for group life insurance amounts and costs to be recalculated for each employees only at  each time
  only during  the year based on changed salary coverage and/or plan cost parameters.",3
A list of each comments given to specific students/groups shall be viewed,3
"The web application is constrained only by  the Internet. Since the application involves heavily in fetching data from databases, having access to the Internet is crucial for the application to function",4
Activate Computation Task,5
The system shall send each notification for the inventory each of which  already expired,4
Currently selected menu item in the top Navigation shall be displayed in SCAD branding (Red color) with red as background color while white being the foreground text.,2
"A Fare is the $ amount charged for each particular individual ticket. The $ amount of the fare varies only by  route, and shall also vary only by  date or time. So for each route, each list of available fares shall be maintained in the system.",2
"Sustainability embedded only at  each stage of development. The developers of the NPT shall be mindful of the strategic implications of development choices to the long term sustainability of the NPT in each number of key areas: underlying hardware and software; development tools and frameworks; level of effort for system administrators and portal managers; level of interest and engagement of users, including researchers, data providers and other interested visitors.",1
"Ability to estimate budget amounts of projects only by  using standard costing for personnel,
  equipment, materials, and contract resources.",1
The reservations shall be valid for each limited period. The aim of this constraint is to prevent users from forgetting to collect the bibliographical resources each of which  they have reserved.,5
Ability for contractors to apply for each permit,3
Enter serial numbers for each items.,5
Ability to have multiple accrual maximums for different classes of employees.,2
The MDT shall graphically mark minutia pairs as they are selected for deviation calculations and maintain each running graphical display of selected pairs.,5
It must be possible to view documents only at  varying percentages of their original size and allow for different preferred user defaults,5
"The system shall query the database for instances of the lookup value in use. If found, the obsolete request shall not be allowed.",1
Text chat,5
About,5
Ability to provide for restart procedures for the check printing routine.,2
Periodically run benchmarks on each Machines.,3
To submit each such TSSessions in TSSqueue which are required to be submitted to shore to the Ship KPS.,5
The product shall be based on web and has to be run from each web server.,3
"Ability to maintain and release recurring payments based upon user defined amounts and payment dates using each automatic batch process or real time transaction processing with the
  appropriate workflow approvals.",2
Ability for each citizen to log each complaints/violation over the internet,3
Clicking on the total count of Key Indicators shall take user to the each Key Indicators content page under Statistics Section,1
 Add/Delete each flight,5
Edit Computation Application,5
Select Computation Modules to be available in the Palette for the given Developer. Allows also to organize order of Modules in the Palette.,2
"System has the ability to post job opening information on each web site or on IVR and TTY
  based joblines.",1
"The System aims only at  providing each efficient interface to the user for managing of inventory, it shall also provide the user varied options for managing the inventory only through  various functions only at  hand. The ingredient levels are continuously monitored based on their usage and are checked for the threshold levels in the inventory and accordingly the user is alerted about low levels of certain ingredients. The design is such each of which  the user does not have to manually update the inventory each time, the System does if for the user.",3
Able to delete and filter repeating data,4
"Ability to calculate and allow one-time or multiple arrears deductions for each employees insurance
  premiums if needed for retroactive changes in the employees enrollment.",2
The International System of Units (SI) [AD5] shall be used for each engineering values.,3
Ability to issue items to each specific service address.,3
The software must simplify the restart procedure for the reprinting of each single check or group of,2
The term of the loan shall depend on the user type and the period of the academic year in which the loan is made.,5
The website functions shall be accessible  only after  login.,2
The user must be able to classify the document type for scanning with the software automatically resetting the controls accordingly and each override facility,3
Produces each report indicating which departments have not approved,3
Ability to capture impervious allocation for current and future storm water management,4
"Refresh Connected Devices From 51�>Refresh Devices you can refresh the list of the connected devices in the system. This can be useful if, for example, you plug in each USB flash drive only after  51 has booted. This function enables the recognition of the drive.",1
Integration and access to associated License files,2
Remove Available Session,5
Ability to support two-way and three-way matching of documents.,2
The user shall be expected to input their user name (must be unique) and password to log in.,1
Navigational links shall also be part of the content.,1
"The user types in each command (usually in the form verb + object, e.g. �go north""�)",1
"Provides role base security for each display pages. Allows each user and each page to be
  associated with each of many  different role types",3
"Req(06) RMS shall provide each option for declaring each alert or emergency . The only way of declaring each emergency is only by   each activation code in RMS only at  the same time as each alert or emergency is declared, the affected areas shall have to be specified o The municipality shall be the smallest territorial unit, each of which  is, the minimum affected area shall be each entire municipality. o It shall also be possible to specify the territorial units of province or the state. o The affected areas shall be specified following the principle of command centre hierarchy, each of which  is, each town council shall only declare each alert or emergency in its territory, each province in each of its municipalities and the state in each province or individual municipality.  � Both the command centre each of which  declares the alert or emergency and the command centres of each the affected areas shall be considered to be under alert or emergency.  � each the alerts or emergencies shall have to be immediately visible only at  each levels higher up in the hierarchy.",1
Define reorder points per item.,5
"Req(25) if not otherwise explicitly stated on the grounds of readibility, each the requirements in Section 3.1.4 shall have to respect the rules stated in Appendix A, especially as regards resource management. Additionally, the dates shall have to be recorded.",2
Hnadle dropped players,5
The tool shall allow the user to perform edits in the same form as adding and querying data.,1
Items demand history report,5
"Interactive maps shall be embedded on the DIS webpage. Each map is each set of superimposed layers in UTM 34N projection each of which  can be switched on and off only by  the user. each layers can be queried, for example points representing monitoring stations; others cannot, for example each land cover layer with polygons in different colors indicating areas with forest, agriculture, urbanization, etc. The latter is each example of each thematic map layer with each classes (forest, agriculture and urbanization). Layers which can be queried retrieve data from the DIS database and show results of the query as graphs, tables, hyperlinks and photos. Layers which are thematic shall show its classes on each legend.",1
The software shall accommodate colour scanning and storage of images,2
The system shall send each notification to the patient to remind them of their upcoming appointment,4
Computation Packages,5
Ability to perform HR-related transactions both real-time and in batch.,3
The application should be installable as progressive web apps in PC and mobile devices,2
Show advanced Machine details,5
Ability to ensure each of which  only budgeted positions can be filled.,3
"On this ground, each robust system user authentication protocol shall have to be defined where the only constraint is each of which  the protocol shall be easily implementable and usable.",5
A web part shall be created to display FAQs to the user. FAQs shall be retrieved from each SharePoint list and Content Manager shall be able to update them in the list.,1
"Allows interactive development of data sets for end user display to link/merge data sets and
  pull appropriate data elements into the analysis",4
View his itinerary,5
The system must let the maintenance manager place each new part.,3
Must contain each easy interface with little to no learning curve.,3
The system shall be able to use only at  each dental clinics in Malaysia,4
Automatically or manually assign license/permit numbers,2
"The absolute availability of the system shall conform to its reliability limits. As, in the event of each disaster, communications among each the command centres cannot be assured, each node must be guaranteed to be able to act separately if the communications are lost.",5
Allow admin to sign up and login,4
Manage Users,5
FDP Administration Panel,5
User logs in to system using existing profile,4
The tool shall provide each configuration file which shall control the access of modification of lookup tables.,3
A loan item is uniquely identified only by  each bar code.,3
Ability to register participants,4
DEO shall be able to view schools under current district,4
Security shall be managed only by  SCAD.,4
"If the connection between the system and the user is broken prior to each transaction being either confirmed or cancelled, the E-System shall enable the user recover the incomplete transaction.",3
The system shall allow the administrator to install modules,4
"Provision of standardized inspection checklists. For example, each electrical inspection form
  shall include established spaces to enter the number and capacities of circuits, size of main service, type of ground-fault interrupters, etc.",1
4. User has the options to change the settings locally and remotely.,2
Demonstration,5
The system shall display the details of specific tax exemption when the user click on track exemption link,4
"Ability to establish ""alerts"" (cash only; lien exists; e.g.) on customer accounts with the
  following characteristics:",5
The tool shall set the Species Habitat Record Id in the selected feature to zero (0) to unlink the spatial record with the Species Habitat Record.,1
forward the document to another user or users,5
"ACMELIS shall serve 20 users simultaneously with each response time of less than 10 seconds. If the number of users using ACMELIS is greater than 20, the service time shall necessarily decay gradually only up to  each maximum of 100 users. As of 100 users there shall be each denial of service.",1
The system must support the scanning of different sizes and weights of paper including card,2
Brainstorm Details,5
Ability to accommodate automatic direct deposit of paychecks only through  electronic funds transfer to:,1
Offline survey,5
It shall be possible to store frequently used search criteria,5
"The interface for this program shall be relatively simple. As the target users are in the sixth grade, this product shall be as graphically oriented and appealing as possible. No portion of the interface shall require the keyboard; each input shall be accomplished via mouse clicks.",3
"This component shall output plot-based questions with fractional numbers each of which  are customizable only by  the game administrator, and offer feedback to the user 
  based on their performance on individual questions.",3
The system creates each new species record and navigates the user to the selected WLA.,1
"Ability to produce each W-2 information for employees and reporting agencies (i.e., IRS and State, etc.)
  on laser printer.",2
No individual Item pages,5
"The system must support the electronic import of images scanned and indexed only by  each external supplier, if required only by  the CPUT",3
Manage restaurant information In order to manage restaurant information each administrator shall be logged in to the web-portal,4
Allow user to enter Twitter main screen,4
"This shall be done via Drupal, with Drupal storing the username, password and email address in the MySQL database with encryption.",2
Validate Computation Module,5
Users must have ability to add additional user defined license/permit types,4
Ability to assign procurement card to each end user,3
To initialize each new trouble shooting session instance (TSSession) in the relevant (TSSessions) table in the database. The new instance shall be in the form of each xml document and shall conform to TSSession.xsd schema.,1
"As the library's bibliographical resources are each limited resource, not each users shall be able access each book when they need to.",5
"If user shall enter wrong information, it shall give alert or, popup for wrong inputs",5
Parent shall be able to view the warning letter with the student's name,4
"Content Managers shall be able to add text (Title, Description) for each banner image. The text shall render as overlayed on the image in the banner web part.",3
"The web part shall also include each captcha control for each word verification where only numbers and alphabets shall be allowed. Selecting the option and submitting comment shall reveal captcha for words verification, once the captcha verifies the information shall be saved.",1
"Reliability shall be ensured only by  extensive testing only by  the team members and mentors, if available.",2
"The software must generate paid time off, vacation, sick pay and comp time reports by
  department, of each employee's paid time off, vacation, sick and comp time including beginning balance, days taken, and remaining balance.",3
Parent shall be able to login,4
"Ability to schedule the assembly and transportation of loaned assets, i.e. tables, chairs, and
  other furniture, to other facilities for special use purposes.",1
"�System shall be used for result system of IICT programs, like - PGD, MIT.
  So for more interaction .NET, React and MongoDB is used.",3
Ability to request each inspection over the internet,3
Cancel each scheduled Leg (specific Route/Date/Time/Vessel),5
"Provide on-demand listings of planning projects in various sort orders (by address, type of
  project, project number, planner assigned, etc.) and with various selection criteria (status of project, application date ranges, planner assigned)",4
Delete Task,5
Audit changes made to inspections,4
Teacher shall be able to update action taken,4
"The NPT development and implementation shall follow design principles each of which  shall enable future growth, both in terms of the addition of new functionality or only through  modification of existing functionality. In addition, NPT developers shall provide the possibility to consume services and functions each of which  are created elsewhere. Examples include reference taxonomic data sources, mapping functions or web map services (WMS).",1
The system shall record the new menu registered by the stall owner.,1
"The software must indicate clearly the existence of problem documents, e.g. those with unacceptable images or colours.",2
