requirement,true_dataset_label,true_name,pred_dataset_label,pred_name,pred_confidence,true_class_probability,confusion_group,token_count
"Reports are capable of including data for the prior year actual, current budget, current year-
  to-date actual, current year projections, and future year proposed. Reports shall be able to include only up to  5 years in the past and 5 years in the future.",6,clean,2,syntactic,0.4416777193546295,0.31993603706359863,clean_to_ambiguous,44
Ability to renew items only at  self check-out station.,6,clean,2,syntactic,0.44632771611213684,0.3561951518058777,clean_to_ambiguous,9
Ability to import appraisal data and values from other applications.,6,clean,2,syntactic,0.48741573095321655,0.3334847688674927,clean_to_ambiguous,10
purchase order printout is fully customizable,6,clean,5,pragmatic,0.6496522426605225,0.11603999882936478,clean_to_ambiguous,6
The system shall display each the available promotions to the user.,6,clean,3,semantic,0.5792779326438904,0.2110302746295929,clean_to_ambiguous,11
Input is provided only through  each XML message in which each particular tag shall contain the path to the new file.,5,pragmatic,3,semantic,0.6170170307159424,0.059589434415102005,other,21
Ability to use RE tax rates established for City of Madison tax calculation.,6,clean,2,syntactic,0.4282912313938141,0.3913487493991852,clean_to_ambiguous,13
"Ability to define pull list fields and sort order. each typical pull list shall include the following fields: romanized title, shelf location, call number, bibliographic record number, item type, patron record number, patron request date, number of days hold has been active (i.e. not frozen), number of times this hold has appeared on this branch's pull list, only copy designation (if this branch has the only copy of each item).",6,clean,1,lexical,0.44788989424705505,0.1948549449443817,clean_to_ambiguous,70
The system shall allow the administrator to view error logs,6,clean,4,syntax,0.7464386224746704,0.17756235599517822,clean_to_ambiguous,10
"Ability to enter text or comments on-line to each specific project. (Please specify in the
  Comments column how each of many  characters are allowed.)",6,clean,3,semantic,0.605946958065033,0.11311821639537811,clean_to_ambiguous,24
The system shall allow the FYP project title panel (Two lecturers of same department) to give comments on titles each of which  need to be approved.,6,clean,3,semantic,0.4905428886413574,0.2358650416135788,clean_to_ambiguous,26
Ability to control what is printed on field cards.,6,clean,2,syntactic,0.41736868023872375,0.33420124650001526,clean_to_ambiguous,9
"Whether digital maps shall be implemented as shapefiles, Google Maps API JavaScript objects or something else, coordinates and each each of few  attributes (ID, label and optionally each class) of points, lines or polygons need to be uploaded when each new map layer has been produced, for example only by  each GIS department. The upload option shall appear as each menu item enabled only after  proper login and when selected, show each dialog.",4,syntax,1,lexical,0.48112666606903076,0.011848933063447475,other,73
The system shall allow the user to select each prioritisation technique.,6,clean,3,semantic,0.5328235626220703,0.2376401722431183,clean_to_ambiguous,11
Once the document is uploaded it shall be configured to be displayed in one of the following three sections of the survey.,5,pragmatic,1,lexical,0.5187094211578369,0.11390405893325806,other,22
Enable each logged in user to ask questions.,6,clean,3,semantic,0.6184161901473999,0.1750294268131256,clean_to_ambiguous,8
System shall track and display each list of the users fieldbased searches performed in each given browser session,6,clean,3,semantic,0.3872785270214081,0.3380715250968933,clean_to_ambiguous,18
Patron-selected username,6,clean,5,pragmatic,0.9164553284645081,0.023205071687698364,clean_to_ambiguous,2
"The user shall have the ability to suppress fault conditions for each specified period of time (minutes, hours, days, etc.) or 
  event (source change).",6,clean,3,semantic,0.42444753646850586,0.2008027285337448,clean_to_ambiguous,24
The system can integrate with Active Directory Authentification so each of which  end-users do not need separate login.,6,clean,3,semantic,0.5178931355476379,0.16597476601600647,clean_to_ambiguous,18
Ability to accommodate salary table linked to job/position class.,6,clean,2,syntactic,0.5679641962051392,0.25302034616470337,clean_to_ambiguous,9
The application should be error free when executed,6,clean,4,syntax,0.4080042541027069,0.17273573577404022,clean_to_ambiguous,8
"CMS for various information types Events (date and description)
   Training materials (structured text, pictures, videos, files)  Vacancies (Text)",6,clean,5,pragmatic,0.4522203505039215,0.24758827686309814,clean_to_ambiguous,18
The system shall allow the final year project coordinator to assign two panels who are each two lecturers from each department.,6,clean,3,semantic,0.41146162152290344,0.2797219455242157,clean_to_ambiguous,21
Trigger each harvesting job,6,clean,5,pragmatic,0.9630732536315918,0.010138580575585365,clean_to_ambiguous,4
The system shall generated the member ship code,6,clean,4,syntax,0.5688394904136658,0.2808148264884949,clean_to_ambiguous,8
Ability to increase the assessments for each accounts each of which  did not file each Statement of Personal Property only by  each factor (doomage) dependent on the type of account.,6,clean,3,semantic,0.4958937466144562,0.16848739981651306,clean_to_ambiguous,30
"Revenue earned, but not billed",6,clean,5,pragmatic,0.9386472702026367,0.022811563685536385,clean_to_ambiguous,5
The system shall allow the data manager to edit the metadata of each checklist resource,6,clean,3,semantic,0.43944934010505676,0.34955063462257385,clean_to_ambiguous,15
FR-3. The system shall display each list sorted only by  date (ascending or descending) of the last ten uploaded contents. It shall also show the rest of the contents if they exceed ten.,5,pragmatic,3,semantic,0.333284854888916,0.09109403192996979,other,33
